#                   T = 2.00                    
#          r [Å]            g(r)           Δg(r)
  7.35000000E+01  9.99286031E-01  6.25864153E-04
  7.37500000E+01  1.00079629E+00  6.57688184E-04
  7.40000000E+01  1.00190682E+00  7.06919136E-04
  7.42500000E+01  1.00246011E+00  7.36966203E-04
  7.45000000E+01  1.00282545E+00  7.49003607E-04
  7.47500000E+01  1.00261094E+00  6.94266128E-04
  7.50000000E+01  1.00188242E+00  6.53207185E-04
  7.52500000E+01  1.00088281E+00  6.23818926E-04
  7.55000000E+01  9.99285267E-01  6.18490359E-04
  7.57500000E+01  9.98508614E-01  6.66827503E-04
  7.60000000E+01  9.97348424E-01  7.20537554E-04
  7.62500000E+01  9.97142509E-01  7.47292386E-04
  7.65000000E+01  9.97060465E-01  7.42299357E-04
  7.67500000E+01  9.97471888E-01  7.15576932E-04
  7.70000000E+01  9.97912436E-01  6.31296065E-04
  7.72500000E+01  9.98729194E-01  5.91369078E-04
  7.75000000E+01  9.99701954E-01  6.15277102E-04
  7.77500000E+01  1.00058197E+00  6.73204462E-04
  7.80000000E+01  1.00163839E+00  7.32166580E-04
  7.82500000E+01  1.00191763E+00  7.70497604E-04
  7.85000000E+01  1.00192419E+00  7.46465940E-04
  7.87500000E+01  1.00156139E+00  6.96518828E-04
  7.90000000E+01  1.00104431E+00  6.08693068E-04
  7.92500000E+01  1.00028882E+00  5.72946857E-04
  7.95000000E+01  9.99481916E-01  6.24567645E-04
  7.97500000E+01  9.98494251E-01  6.82134994E-04
  8.00000000E+01  9.97865129E-01  7.48036725E-04
  8.02500000E+01  9.97516091E-01  7.75364197E-04
  8.05000000E+01  9.97560753E-01  7.48903925E-04
  8.07500000E+01  9.97957036E-01  6.72852045E-04
  8.10000000E+01  9.98668127E-01  5.80339182E-04
  8.12500000E+01  9.99345781E-01  5.50423192E-04
  8.15000000E+01  9.99722932E-01  6.03503016E-04
  8.17500000E+01  1.00087085E+00  6.98253142E-04
  8.20000000E+01  1.00118341E+00  7.73280736E-04
  8.22500000E+01  1.00167939E+00  7.93044580E-04
  8.25000000E+01  1.00146553E+00  7.53557846E-04
  8.27500000E+01  1.00102324E+00  6.52499808E-04
  8.30000000E+01  1.00033940E+00  5.57789185E-04
  8.32500000E+01  9.99603385E-01  5.29415998E-04
  8.35000000E+01  9.98967247E-01  6.02750702E-04
  8.37500000E+01  9.98437946E-01  7.12319572E-04
  8.40000000E+01  9.98420978E-01  7.94870102E-04
  8.42500000E+01  9.98381114E-01  8.08447496E-04
  8.45000000E+01  9.98137146E-01  7.47415971E-04
  8.47500000E+01  9.98589400E-01  6.45016536E-04
  8.50000000E+01  9.98881287E-01  5.16873791E-04
  8.52500000E+01  9.99560057E-01  5.11775710E-04
  8.55000000E+01  9.99971659E-01  6.11570187E-04
  8.57500000E+01  1.00074155E+00  7.49608976E-04
  8.60000000E+01  1.00101399E+00  8.21663189E-04
  8.62500000E+01  1.00105097E+00  8.20482575E-04
  8.65000000E+01  1.00072157E+00  7.30336964E-04
  8.67500000E+01  1.00066366E+00  5.99778820E-04
  8.70000000E+01  1.00000320E+00  4.80867976E-04
  8.72500000E+01  9.99693741E-01  4.83668187E-04
  8.75000000E+01  9.99242808E-01  6.16819406E-04
  8.77500000E+01  9.98647894E-01  7.69140127E-04
  8.80000000E+01  9.98364900E-01  8.46426103E-04
  8.82500000E+01  9.98104351E-01  8.40951472E-04
  8.85000000E+01  9.98337579E-01  7.31349892E-04
  8.87500000E+01  9.98840920E-01  5.58069575E-04
  8.90000000E+01  9.99335331E-01  4.36917012E-04
  8.92500000E+01  9.99905510E-01  4.69355702E-04
  8.95000000E+01  1.00020942E+00  6.40622949E-04
  8.97500000E+01  1.00068424E+00  7.96402870E-04
  9.00000000E+01  1.00099433E+00  8.80461039E-04
  9.02500000E+01  1.00090399E+00  8.49787681E-04
  9.05000000E+01  1.00051423E+00  7.12726996E-04
  9.07500000E+01  1.00037466E+00  5.22955759E-04
  9.10000000E+01  9.99721035E-01  3.80860007E-04
  9.12500000E+01  9.99270599E-01  4.61558977E-04
  9.15000000E+01  9.98852122E-01  6.64746048E-04
  9.17500000E+01  9.98643237E-01  8.31906402E-04
  9.20000000E+01  9.98368590E-01  9.07027682E-04
  9.22500000E+01  9.98566455E-01  8.62788281E-04
  9.25000000E+01  9.99059283E-01  7.07222489E-04
  9.27500000E+01  9.98934235E-01  4.71008425E-04
  9.30000000E+01  9.99254661E-01  3.24314844E-04
  9.32500000E+01  9.99919379E-01  4.62552517E-04
  9.35000000E+01  1.00057374E+00  6.93486010E-04
  9.37500000E+01  1.00055705E+00  8.75081598E-04
  9.40000000E+01  1.00095973E+00  9.24948613E-04
  9.42500000E+01  1.00081125E+00  8.54654576E-04
  9.45000000E+01  1.00028059E+00  6.66852106E-04
  9.47500000E+01  9.99838918E-01  4.12715468E-04
  9.50000000E+01  9.99416114E-01  2.74190309E-04
  9.52500000E+01  9.99270590E-01  4.69417781E-04
  9.55000000E+01  9.98958872E-01  7.28556546E-04
